    342 многий	    ^многий/*многий$ 
      1 Ленарес	      ^Ленарес/*Ленарес$ 
      1 Леманский	      ^Леманский/*Леманский$ 
      1 лелька	      ^лелька/*лелька$ 
      1 лелесая	      ^лелесая/*лелесая$ 
      1 Лекхето	      ^Лекхето/*Лекхето$ 
      1 Леко	      ^Леко/*Леко$ 
      1 Лекарева	      ^Лекарева/*Лекарева$ 
      1 лейтмотивный	      ^лейтмотивный/*лейтмотивный$ 
      1 Лейко	      ^Лейко/*Лейко$ 
      1 Лейкерс	      ^Лейкерс/*Лейкерс$ 
      1 ледяшечка	      ^ледяшечка/*ледяшечка$ 
      1 легкоокисляемый	      ^легкоокисляемый/*легкоокисляемый$ 
      1 левушок	      ^левушок/*левушок$ 
      1 Левушка	      ^Левушка/*Левушка$ 
      1 левопатриот	      ^левопатриот/*левопатриот$ 
      1 Леви-Стросс	      ^Леви-Стросс/*Леви-Стросс$ 
      1 Левинсон	      ^Левинсон/*Левинсон$ 
      1 Леви	      ^Леви/*Леви$ 
      1 левзея	      ^левзея/*левзея$ 
      1 Левенфиш	      ^Левенфиш/*Левенфиш$ 
      1 Лебовски	      ^Лебовски/*Лебовски$ 
      1 Леблон	      ^Леблон/*Леблон$ 
      1 Лебединский	      ^Лебединский/*Лебединский$ 
      1 ЛДК	      ^ЛДК/*ЛДК$ 
      1 лгитмик	      ^лгитмик/*лгитмик$ 
      1 Лахути	      ^Лахути/*Лахути$ 
      1 Лаурентиус	      ^Лаурентиус/*Лаурентиус$ 
      1 Лаурелл	      ^Лаурелл/*Лаурелл$ 
      1 Латынина	      ^Латынина/*Латынина$ 
      1 Латкин	      ^Латкин/*Латкин$ 
      1 латиноамериканист	      ^латиноамериканист/*латиноамериканист$ 
      1 латенция	      ^латенция/*латенция$ 
      1 латенский	      ^латенский/*латенский$ 
      1 Ласа-Вегас	      ^Ласа/ласа<n><f><nn><sg><nom>$^-/-<guio>$^Вегас/*Вегас$ 
      1 Ларка	      ^Ларка/*Ларка$ 
      1 Ларисбюро	      ^Ларисбюро/*Ларисбюро$ 
      1 Лапшин	      ^Лапшин/*Лапшин$ 
      1 лапо	      ^лапо/*лапо$ 
      1 лаплассовский	      ^лаплассовский/*лаплассовский$ 
      1 Лапласс	      ^Лапласс/*Лапласс$ 
      1 Лапик	      ^Лапик/*Лапик$ 
      1 Лао	      ^Лао/*Лао$ 
      1 ланкширский	      ^ланкширский/*ланкширский$ 
      1 Ла-Ниньа	      ^Ла-Ниньа/*Ла-Ниньа$ 
      1 Ландесбанк	      ^Ландесбанк/*Ландесбанк$ 
      1 Ламберт	      ^Ламберт/*Ламберт$ 
      1 ламанчский	      ^ламанчский/*ламанчский$ 
      1 Лалаянц	      ^Лалаянц/*Лалаянц$ 
      1 лаконос	      ^лаконос/*лаконос$ 
      1 Лайн	      ^Лайн/*Лайн$ 
      1 Лазо	      ^Лазо/*Лазо$ 
      1 Лазарчук	      ^Лазарчук/*Лазарчук$ 
      1 Лазар	      ^Лазар/*Лазар$ 
      1 ладность	      ^ладность/*ладность$ 
      1 Ла-Джолла	      ^Ла-Джолла/*Ла-Джолла$ 
      1 лагман	      ^лагман/*лагман$ 
      1 лагер	      ^лагер/*лагер$ 
      1 лаврушинский	      ^лаврушинский/*лаврушинский$ 
      1 Лавринович	      ^Лавринович/*Лавринович$ 
      1 лавбургер	      ^лавбургер/*лавбургер$ 
      1 Лабант	      ^Лабант/*Лабант$ 
      1 л	      ^л/*л$ 
      1 Кязым	      ^Кязым/*Кязым$ 
      1 Кэтлин	      ^Кэтлин/*Кэтлин$ 
      1 Кэри	      ^Кэри/*Кэри$ 
      1 Кэпитал	      ^Кэпитал/*Кэпитал$ 
      1 кэмэ	      ^кэмэ/*кэмэ$ 
      1 кэмбриджский	      ^кэмбриджский/*кэмбриджский$ 
      1 Кэли	      ^Кэли/*Кэли$ 
      1 Кэйданрэн	      ^Кэйданрэн/*Кэйданрэн$ 
      1 кэйданрэн	      ^кэйданрэн/*кэйданрэн$ 
      1 кэВ	      ^кэВ/*кэВ$ 
      1 КХ	      ^КХ/*КХ$ 
      1 Кфо	      ^Кфо/*Кфо$ 
      1 Кущенко	      ^Кущенко/*Кущенко$ 
      1 Кушнаренко-Суртаева	      ^Кушнаренко/*Кушнаренко$-^Суртаева/*Суртаева$ 
      1 кушинькать	      ^кушинькать/*кушинькать$ 
      1 кушание	      ^кушание/*кушание$ 
      1 кучинский	      ^кучинский/*кучинский$ 
      1 Кучин	      ^Кучин/*Кучин$ 
      1 Кучерук	      ^Кучерук/*Кучерук$ 
      1 Кучеревский	      ^Кучеревский/*Кучеревский$ 
      1 куцемыслие	      ^куцемыслие/*куцемыслие$ 
      1 Кухарчик	      ^Кухарчик/*Кухарчик$ 
      1 куфайка	      ^куфайка/*куфайка$ 
      1 Кутенков	      ^Кутенков/*Кутенков$ 
      1 Кутателадзе	      ^Кутателадзе/*Кутателадзе$ 
      1 кустовидный	      ^кустовидный/*кустовидный$ 
      1 Курчанов	      ^Курчанов/*Курчанов$ 
      1 Куртат	      ^Куртат/*Куртат$ 
      1 Курносов	      ^Курносов/*Курносов$ 
      1 Кураков	      ^Кураков/*Кураков$ 
      1 Купчино	      ^Купчино/*Купчино$ 
      1 Купченко	      ^Купченко/*Купченко$ 
      1 купирование	      ^купирование/*купирование$ 
      1 Кунст	      ^Кунст/*Кунст$ 
      1 Кунихико	      ^Кунихико/*Кунихико$ 
      1 Кунгестартен	      ^Кунгестартен/*Кунгестартен$ 
      1 кумарный	      ^кумарный/*кумарный$ 
      1 Куляница	      ^Куляница/*Куляница$ 
      1 Кулябин	      ^Кулябин/*Кулябин$ 
      1 культуростроительный	      ^культуростроительный/*культуростроительный$ 
      1 культурненько	      ^культурненько/*культурненько$ 
      1 культивар	      ^культивар/*культивар$ 
      1 культара	      ^культара/*культара$ 
      1 Кульмамедов	      ^Кульмамедов/*Кульмамедов$ 
      1 куликалки	      ^куликалки/*куликалки$ 
      1 Кулачинский	      ^Кулачинский/*Кулачинский$ 
      1 Куклинский	      ^Куклинский/*Куклинский$ 
      1 Кузьменков	      ^Кузьменков/*Кузьменков$ 
      1 Кубраков	      ^Кубраков/*Кубраков$ 
      1 Кубинева	      ^Кубинева/*Кубинева$ 
      1 Кубенское	      ^Кубенское/*Кубенское$ 
      1 кубенский	      ^кубенский/*кубенский$ 
      1 Кубеков	      ^Кубеков/*Кубеков$ 
      1 Куала-Лумпур	      ^Куала/*Куала$-^Лумпур/*Лумпур$ 
      1 Куаи	      ^Куаи/*Куаи$ 
      1 Ктесифон	      ^Ктесифон/*Ктесифон$ 
      1 КТБ	      ^КТБ/*КТБ$ 
      1 крэкер	      ^крэкер/*крэкер$ 
      1 крышевать	      ^крышевать/*крышевать$ 
      1 крысятничество	      ^крысятничество/*крысятничество$ 
      1 крысовед	      ^крысовед/*крысовед$ 
      1 крылоплодный	      ^крылоплодный/*крылоплодный$ 
      1 крутоплечий	      ^крутоплечий/*крутоплечий$ 
      1 крутоверхий	      ^крутоверхий/*крутоверхий$ 
      1 крутнуться	      ^крутнуться/*крутнуться$ 
      1 крутей	      ^крутей/*крутей$ 
      1 Крупская	      ^Крупская/*Крупская$ 
      1 крупнотелый	      ^крупнотелый/*крупнотелый$ 
      1 крупноперистый	      ^крупноперистый/*крупноперистый$ 
      1 Крузер	      ^Крузер/*Крузер$ 
      1 Кружилин	      ^Кружилин/*Кружилин$ 
      1 круженый	      ^круженый/*круженый$ 
      1 круглишок	      ^круглишок/*круглишок$ 
      1 КРПМ	      ^КРПМ/*КРПМ$ 
      1 Крохмальная	      ^Крохмальная/*Крохмальная$ 
      1 крохкий	      ^крохкий/*крохкий$ 
      1 Крофт	      ^Крофт/*Крофт$ 
      1 Кроуфорд	      ^Кроуфорд/*Кроуфорд$ 
      1 Кросби	      ^Кросби/*Кросби$ 
      1 кропинный	      ^кропинный/*кропинный$ 
      1 Кро	      ^Кро/*Кро$ 
      1 Кричман	      ^Кричман/*Кричман$ 
      1 Крицкий	      ^Крицкий/*Крицкий$ 
      1 Кристуша	      ^Кристуша/*Кристуша$ 
      1 кристофер	      ^кристофер/*кристофер$ 
      1 Кристиночка	      ^Кристиночка/*Кристиночка$ 
      1 Крисмар	      ^Крисмар/*Крисмар$ 
      1 Крисипп	      ^Крисипп/*Крисипп$ 
      1 криптостойкость	      ^криптостойкость/*криптостойкость$ 
      1 криптосвязка	      ^криптосвязка/*криптосвязка$ 
      1 Криппа	      ^Криппа/*Криппа$ 
      1 криоглобулинемия	      ^криоглобулинемия/*криоглобулинемия$ 
      1 Кримсон	      ^Кримсон/*Кримсон$ 
      1 Кригер	      ^Кригер/*Кригер$ 
      1 Кривошеев	      ^Кривошеев/*Кривошеев$ 
      1 криволесье	      ^криволесье/*криволесье$ 
      1 Кретьен	      ^Кретьен/*Кретьен$ 
      1 крепжоржет	      ^крепжоржет/*крепжоржет$ 
      1 кремоватый	      ^кремоватый/*кремоватый$ 
      1 Крашаков	      ^Крашаков/*Крашаков$ 
      1 Красоткин	      ^Красоткин/*Красоткин$ 
      1 Красовская	      ^Красовская/*Красовская$ 
      1 краснолаковый	      ^краснолаковый/*краснолаковый$ 
      1 красноглиняный	      ^красноглиняный/*красноглиняный$ 
      1 краснобокий	      ^краснобокий/*краснобокий$ 
      1 Краскал	      ^Краскал/*Краскал$ 
      1 КПЗ	      ^КПЗ/*КПЗ$ 
      1 коэки	      ^коэки/*коэки$ 
      1 коэкзистировать	      ^коэкзистировать/*коэкзистировать$ 
      1 кошкинский	      ^кошкинский/*кошкинский$ 
      1 кошаче-мягкий	      ^кошаче/*кошаче$^-/-<guio>$^мягкий/мягкий<adj><m><an><sg><nom>/мягкий<adj><m><nn><sg><acc>$ 
      1 Кочкарев	      ^Кочкарев/*Кочкарев$ 
      1 Кочергина	      ^Кочергина/*Кочергина$ 
      1 Кочергин	      ^Кочергин/*Кочергин$ 
      1 Коффка	      ^Коффка/*Коффка$ 
      1 Коул	      ^Коул/*Коул$ 
      1 Котт	      ^Котт/*Котт$ 
      1 Котри	      ^Котри/*Котри$ 
      1 котоба	      ^котоба/*котоба$ 
      1 Коти	      ^Коти/*Коти$ 
      1 Котенко	      ^Котенко/*Котенко$ 
      1 костянистый	      ^костянистый/*костянистый$ 
      1 костюмирование	      ^костюмирование/*костюмирование$ 
      1 Костюк	      ^Костюк/*Костюк$ 
      1 Костылева	      ^Костылева/*Костылева$ 
      1 Кострюков	      ^Кострюков/*Кострюков$ 
      1 Костина	      ^Костина/*Костина$ 
      1 костенец	      ^костенец/*костенец$ 
      1 Коста	      ^Коста/*Коста$ 
      1 Косолапов	      ^Косолапов/*Косолапов$ 
      1 Косован	      ^Косован/*Косован$ 
      1 космопоэтический	      ^космопоэтический/*космопоэтический$ 
      1 Косаковский	      ^Косаковский/*Косаковский$ 
      1 Корычев	      ^Корычев/*Корычев$ 
      1 Кортнев	      ^Кортнев/*Кортнев$ 
      1 корсчет	      ^корсчет/*корсчет$ 
      1 корсеть	      ^корсеть/*корсеть$ 
      1 Корри	      ^Корри/*Корри$ 
      1 корреспондироваться	      ^корреспондироваться/*корреспондироваться$ 
      1 коротнуть	      ^коротнуть/*коротнуть$ 
      1 коротаевский	      ^коротаевский/*коротаевский$ 
      1 коростяной	      ^коростяной/*коростяной$ 
      1 Коровкин	      ^Коровкин/*Коровкин$ 
      1 кормежный	      ^кормежный/*кормежный$ 
      1 Коркино	      ^Коркино/*Коркино$ 
      1 коричневатый-кремовый	      ^коричневатый/коричневатый<adj><m><an><sg><nom>/коричневатый<adj><m><nn><sg><acc>$-^кремовый/кремовый<adj><m><an><sg><nom>/кремовый<adj><m><nn><sg><acc>$ 
      1 Корецкий	      ^Корецкий/*Корецкий$ 
      1 кордон-блю	      ^кордон/кордон<n><m><nn><sg><acc>/кордон<n><m><nn><sg><nom>$^-/-<guio>$^блю/*блю$ 
      1 Корвалан	      ^Корвалан/*Корвалан$ 
      1 Корасоне	      ^Корасоне/*Корасоне$ 
      1 кораллоподобный	      ^кораллоподобный/*кораллоподобный$ 
      1 копьенос	      ^копьенос/*копьенос$ 
      1 копрофагия	      ^копрофагия/*копрофагия$ 
      1 копошенье	      ^копошенье/*копошенье$ 
      1 копилочка	      ^копилочка/*копилочка$ 
      1 копанье	      ^копанье/*копанье$ 
      1 конъюнктурщина	      ^конъюнктурщина/*конъюнктурщина$ 
      1 КонфОП	      ^КонфОП/*КонфОП$ 
      1 контрреплика	      ^контрреплика/*контрреплика$ 
      1 контрпример	      ^контрпример/*контрпример$ 
      1 контраверза	      ^контраверза/*контраверза$ 
      1 контентный	      ^контентный/*контентный$ 
      1 контент-анализ	      ^контент/контент<n><m><nn><sg><acc>/контент<n><m><nn><sg><nom>$^-/-<guio>$^анализ/анализ<n><m><nn><sg><acc>/анализ<n><m><nn><sg><nom>$ 
      1 консолидированно	      ^консолидированно/*консолидированно$ 
      1 Консейсау	      ^Консейсау/*Консейсау$ 
      1 конкурентноспособный	      ^конкурентноспособный/*конкурентноспособный$ 
      1 конингсховенский	      ^конингсховенский/*конингсховенский$ 
      1 коневник	      ^коневник/*коневник$ 
      1 Кондолиза	      ^Кондолиза/*Кондолиза$ 
      1 Конан	      ^Конан/*Конан$ 
      1 компьютеринг	      ^компьютеринг/*компьютеринг$ 
      1 Комптон	      ^Комптон/*Комптон$ 
      1 компотик	      ^компотик/*компотик$ 
      1 комплексообразователь	      ^комплексообразователь/*комплексообразователь$ 
      1 компиталии	      ^компиталии/*компиталии$ 
      1 компарирование	      ^компарирование/*компарирование$ 
      1 компарация	      ^компарация/*компарация$ 
      1 компанейство	      ^компанейство/*компанейство$ 
      1 компактификация	      ^компактификация/*компактификация$ 
      1 комп	      ^комп/*комп$ 
      1 коммерцбанк	      ^коммерцбанк/*коммерцбанк$ 
      1 коммерс	      ^коммерс/*коммерс$ 
      1 КОМКОН	      ^КОМКОН/*КОМКОН$ 
      1 комкон	      ^комкон/*комкон$ 
      1 Комибанк	      ^Комибанк/*Комибанк$ 
      1 Комиавтодор	      ^Комиавтодор/*Комиавтодор$ 
      1 комбинашка	      ^комбинашка/*комбинашка$ 
      1 Комаровка	      ^Комаровка/*Комаровка$ 
      1 Комарович	      ^Комарович/*Комарович$ 
      1 Колядко	      ^Колядко/*Колядко$ 
      1 колючезубчатый	      ^колючезубчатый/*колючезубчатый$ 
      1 Кольцово	      ^Кольцово/*Кольцово$ 
      1 Колхидский	      ^Колхидский/*Колхидский$ 
      1 колтушский	      ^колтушский/*колтушский$ 
      1 колотной	      ^колотной/*колотной$ 
      1 Коломейцева	      ^Коломейцева/*Коломейцева$ 
      1 Колоев	      ^Колоев/*Колоев$ 
      1 колмогоровский	      ^колмогоровский/*колмогоровский$ 
      1 коллапсировать	      ^коллапсировать/*коллапсировать$ 
      1 Колехио	      ^Колехио/*Колехио$ 
      1 Коленька	      ^Коленька/*Коленька$ 
      1 Колаковский	      ^Колаковский/*Колаковский$ 
      1 коксообразующий	      ^коксообразующий/*коксообразующий$ 
      1 Козинов	      ^Козинов/*Козинов$ 
      1 Козак	      ^Козак/*Козак$ 
      1 кожуховский	      ^кожуховский/*кожуховский$ 
      1 кожурка	      ^кожурка/*кожурка$ 
      1 кодорский	      ^кодорский/*кодорский$ 
      1 кограф	      ^кограф/*кограф$ 
      1 когниция	      ^когниция/*когниция$ 
      1 когитум	      ^когитум/*когитум$ 
      1 ковыринский	      ^ковыринский/*ковыринский$ 
      1 ковшичек	      ^ковшичек/*ковшичек$ 
      1 Ковтун	      ^Ковтун/*Ковтун$ 
      1 Коврижных	      ^Коврижных/*Коврижных$ 
      1 Ковис	      ^Ковис/*Ковис$ 
      1 ковер-самолет	      ^ковер/ковёр<n><m><nn><sg><acc>/ковёр<n><m><nn><sg><nom>$-^самолет/самолёт<n><m><nn><sg><acc>/самолёт<n><m><nn><sg><nom>$ 
      1 Ковеня	      ^Ковеня/*Ковеня$ 
      1 ковариация	      ^ковариация/*ковариация$ 
      1 Кобаяси	      ^Кобаяси/*Кобаяси$ 
      1 коба	      ^коба/*коба$ 
      1 книга-сервис	      ^книга/книга<n><f><nn><sg><nom>$-^сервис/сервис<n><m><nn><sg><acc>/сервис<n><m><nn><sg><nom>$ 
      1 Кнабе	      ^Кнабе/*Кнабе$ 
      1 КМС	      ^КМС/*КМС$ 
      1 кмоп-технология	      ^кмоп/*кмоп$-^технология/технология<n><f><nn><sg><nom>$ 
      1 КММП	      ^КММП/*КММП$ 
      1 Кляйншмидт	      ^Кляйншмидт/*Кляйншмидт$ 
      1 Клоуз	      ^Клоуз/*Клоуз$ 
      1 клиповый	      ^клиповый/*клиповый$ 
      1 Клинцевич	      ^Клинцевич/*Клинцевич$ 
      1 Клинтон	      ^Клинтон/*Клинтон$ 
      1 Клинт	      ^Клинт/*Клинт$ 
      1 Климкин	      ^Климкин/*Климкин$ 
      1 Климентьев	      ^Климентьев/*Климентьев$ 
      1 Клименко	      ^Клименко/*Клименко$ 
      1 климатолечение	      ^климатолечение/*климатолечение$ 
      1 кликсовый	      ^кликсовый/*кликсовый$ 
      1 клешнятый	      ^клешнятый/*клешнятый$ 
      1 Клетня	      ^Клетня/*Клетня$ 
      1 Клеопольд	      ^Клеопольд/*Клеопольд$ 
      1 Клео	      ^Клео/*Клео$ 
      1 Кленси	      ^Кленси/*Кленси$ 
      1 Клеменс	      ^Клеменс/*Клеменс$ 
      1 клекачка	      ^клекачка/*клекачка$ 
      1 Клаудиа	      ^Клаудиа/*Клаудиа$ 
      1 классифицирование	      ^классифицирование/*классифицирование$ 
      1 кларитин	      ^кларитин/*кларитин$ 
      1 кладоискательство	      ^кладоискательство/*кладоискательство$ 
      1 кладовочный	      ^кладовочный/*кладовочный$ 
      1 Клавка	      ^Клавка/*Клавка$ 
      1 ККЗ	      ^ККЗ/*ККЗ$ 
      1 Кифи	      ^Кифи/*Кифи$ 
      1 китчевый	      ^китчевый/*китчевый$ 
      1 Кито	      ^Кито/*Кито$ 
      1 Кити	      ^Кити/*Кити$ 
      1 китайскоязычный	      ^китайскоязычный/*китайскоязычный$ 
      1 Кирпотин	      ^Кирпотин/*Кирпотин$ 
      1 Кирпичев	      ^Кирпичев/*Кирпичев$ 
      1 кирочка	      ^кирочка/*кирочка$ 
      1 киркин	      ^киркин/*киркин$ 
      1 Кириченко	      ^Кириченко/*Кириченко$ 
      1 кирисутэ	      ^кирисутэ/*кирисутэ$ 
      1 Кириллин	      ^Кириллин/*Кириллин$ 
      1 кирдык	      ^кирдык/*кирдык$ 
      1 Кинчев	      ^Кинчев/*Кинчев$ 
      1 Кинцль	      ^Кинцль/*Кинцль$ 
      1 Кинсбурский	      ^Кинсбурский/*Кинсбурский$ 
      1 кинофирма	      ^кинофирма/*кинофирма$ 
      1 киносюжет	      ^киносюжет/*киносюжет$ 
      1 киносреда	      ^киносреда/*киносреда$ 
      1 кинообзор	      ^кинообзор/*кинообзор$ 
      1 кинокомикс	      ^кинокомикс/*кинокомикс$ 
      1 кинестетик	      ^кинестетик/*кинестетик$ 
      1 Киндер	      ^Киндер/*Киндер$ 
      1 Кингсли	      ^Кингсли/*Кингсли$ 
      1 кинг	      ^кинг/*кинг$ 
      1 Кильота	      ^Кильота/*Кильота$ 
      1 килоэлектронвольт	      ^килоэлектронвольт/*килоэлектронвольт$ 
      1 килкеннский	      ^килкеннский/*килкеннский$ 
      1 килевый	      ^килевый/*килевый$ 
      1 Кикоин	      ^Кикоин/*Кикоин$ 
      1 Кикабидзе	      ^Кикабидзе/*Кикабидзе$ 
      1 киге	      ^киге/*киге$ 
      1 Кибрит	      ^Кибрит/*Кибрит$ 
      1 Кибиров	      ^Кибиров/*Кибиров$ 
      1 кибер-панк	      ^кибер/*кибер$^-/-<guio>$^панк/панк<n><m><aa><sg><nom>$ 
      1 кибергигант	      ^кибергигант/*кибергигант$ 
      1 кибер	      ^кибер/*кибер$ 
      1 Киану	      ^Киану/*Киану$ 
      1 Киа	      ^Киа/*Киа$ 
      1 КЗОТ	      ^КЗОТ/*КЗОТ$ 
      1 КЗ	      ^КЗ/*КЗ$ 
      1 Кешишян	      ^Кешишян/*Кешишян$ 
      1 Кершер	      ^Кершер/*Кершер$ 
      1 Кертис	      ^Кертис/*Кертис$ 
      1 Керри	      ^Керри/*Керри$ 
      1 Керр	      ^Керр/*Керр$ 
      1 керамзитобетонный	      ^керамзитобетонный/*керамзитобетонный$ 
      1 кентский	      ^кентский/*кентский$ 
      1 кент	      ^кент/*кент$ 
      1 Кенон	      ^Кенон/*Кенон$ 
      1 Кенни	      ^Кенни/*Кенни$ 
      1 Кенжеев	      ^Кенжеев/*Кенжеев$ 
      1 кендрепесо	      ^кендрепесо/*кендрепесо$ 
      1 кемер	      ^кемер/*кемер$ 
      1 кемел	      ^кемел/*кемел$ 
      1 келейка	      ^келейка/*келейка$ 
      1 Келдыш	      ^Келдыш/*Келдыш$ 
      1 Кек	      ^Кек/*Кек$ 
      1 Кейдж	      ^Кейдж/*Кейдж$ 
      1 Кей	      ^Кей/*Кей$ 
      1 кебаб	      ^кебаб/*кебаб$ 
      1 кгу	      ^кгу/*кгу$ 
      1 кгбшник	      ^кгбшник/*кгбшник$ 
      1 кво	      ^кво/*кво$ 
      1 квашевский	      ^квашевский/*квашевский$ 
      1 квартиродержатель	      ^квартиродержатель/*квартиродержатель$ 
      1 квартировладетель	      ^квартировладетель/*квартировладетель$ 
      1 кван	      ^кван/*кван$ 
      1 квазинепрерывный	      ^квазинепрерывный/*квазинепрерывный$ 
      1 квазинейтральный	      ^квазинейтральный/*квазинейтральный$ 
      1 квазилитературный	      ^квазилитературный/*квазилитературный$ 
      1 квазизвездный	      ^квазизвездный/*квазизвездный$ 
      1 квазиволна	      ^квазиволна/*квазиволна$ 
      1 квадрирование	      ^квадрирование/*квадрирование$ 
      1 кв	      ^кв/*кв$ 
      1 КБ	      ^КБ/*КБ$ 
      1 Кашпировский	      ^Кашпировский/*Кашпировский$ 
      1 Качурин	      ^Качурин/*Качурин$ 
      1 Кахи	      ^Кахи/*Кахи$ 
      1 каумуди	      ^каумуди/*каумуди$ 
      1 Кауль	      ^Кауль/*Кауль$ 
      1 катуха	      ^катуха/*катуха$ 
      1 Каттанео	      ^Каттанео/*Каттанео$ 
      1 Катрин	      ^Катрин/*Катрин$ 
      1 Катин	      ^Катин/*Катин$ 
      1 Катеринкин	      ^Катеринкин/*Катеринкин$ 
      1 катастрофизм	      ^катастрофизм/*катастрофизм$ 
      1 Кастберг	      ^Кастберг/*Кастберг$ 
      1 Кассано	      ^Кассано/*Кассано$ 
      1 касаемый	      ^касаемый/*касаемый$ 
      1 Карца	      ^Карца/*Карца$ 
      1 картелизация	      ^картелизация/*картелизация$ 
      1 Карташев	      ^Карташев/*Карташев$ 
      1 Карпун	      ^Карпун/*Карпун$ 
      1 Карполь	      ^Карполь/*Карполь$ 
      1 карпиха	      ^карпиха/*карпиха$ 
      1 Карпеев	      ^Карпеев/*Карпеев$ 
      1 Карпачев	      ^Карпачев/*Карпачев$ 
      1 карнак	      ^карнак/*карнак$ 
      1 Карменсита	      ^Карменсита/*Карменсита$ 
      1 карлов	      ^карлов/*карлов$ 
      1 кардер	      ^кардер/*кардер$ 
      1 Кардашев	      ^Кардашев/*Кардашев$ 
      1 карбонизующий	      ^карбонизующий/*карбонизующий$ 
      1 карбонизованный	      ^карбонизованный/*карбонизованный$ 
      1 карандаш-блеск	      ^карандаш/карандаш<n><m><nn><sg><acc>/карандаш<n><m><nn><sg><nom>$^-/-<guio>$^блеск/блеск<n><m><nn><sg><acc>/блеск<n><m><nn><sg><nom>$ 
      1 каравич	      ^каравич/*каравич$ 
      1 капут-медуза	      ^капут/капут<n><m><nn><sg><acc>/капут<n><m><nn><sg><nom>/капут<pred>$^-/-<guio>$^медуза/медуза<n><f><aa><sg><nom>$ 
      1 капский	      ^капский/*капский$ 
      1 капсидный	      ^капсидный/*капсидный$ 
      1 Каприо	      ^Каприо/*Каприо$ 
      1 Капоне	      ^Капоне/*Капоне$ 
      1 Капица	      ^Капица/*Капица$ 
      1 Капелюшников	      ^Капелюшников/*Капелюшников$ 
      1 Капабланка	      ^Капабланка/*Капабланка$ 
      1 каонный	      ^каонный/*каонный$ 
      1 кантьес	      ^кантьес/*кантьес$ 
      1 кантасторий	      ^кантасторий/*кантасторий$ 
      1 Каннаваро	      ^Каннаваро/*Каннаваро$ 
      1 Каннабис	      ^Каннабис/*Каннабис$ 
      1 Канли	      ^Канли/*Канли$ 
      1 Каневский	      ^Каневский/*Каневский$ 
      1 кандат	      ^кандат/*кандат$ 
      1 канда	      ^канда/*канда$ 
      1 канать	      ^канать/*канать$ 
      1 Канары	      ^Канары/*Канары$ 
      1 Кананаскис	      ^Кананаскис/*Кананаскис$ 
      1 канализование	      ^канализование/*канализование$ 
      1 Камэи	      ^Камэи/*Камэи$ 
      1 Камь	      ^Камь/*Камь$ 
      1 Камышева	      ^Камышева/*Камышева$ 
      1 Кампузано	      ^Кампузано/*Кампузано$ 
      1 Кампенхаузен	      ^Кампенхаузен/*Кампенхаузен$ 
      1 Камоевна	      ^Камоевна/*Камоевна$ 
      1 камишкин	      ^камишкин/*камишкин$ 
      1 Камис	      ^Камис/*Камис$ 
      1 Камеш	      ^Камеш/*Камеш$ 
      1 Камерер	      ^Камерер/*Камерер$ 
      1 камера-обскура	      ^камера/камера<n><f><nn><sg><nom>$^-/-<guio>$^обскура/*обскура$ 
      1 камерамен	      ^камерамен/*камерамен$ 
      1 Каменск-Уральский	      ^Каменск/*Каменск$^-/-<guio>$^Уральский/уральский<adj><m><an><sg><nom>/уральский<adj><m><nn><sg><acc>$ 
      1 Камбилеевская	      ^Камбилеевская/*Камбилеевская$ 
      1 Камбарова	      ^Камбарова/*Камбарова$ 
      1 камаз	      ^камаз/*камаз$ 
      1 Кальтенбах	      ^Кальтенбах/*Кальтенбах$ 
      1 кальсонщик	      ^кальсонщик/*кальсонщик$ 
      1 калькулирование	      ^калькулирование/*калькулирование$ 
      1 Калита	      ^Калита/*Калита$ 
      1 Каликст	      ^Каликст/*Каликст$ 
      1 калашинец	      ^калашинец/*калашинец$ 
      1 Калашин	      ^Калашин/*Калашин$ 
      1 каланчеобразный	      ^каланчеобразный/*каланчеобразный$ 
      1 Каламбурцев	      ^Каламбурцев/*Каламбурцев$ 
      1 Каладзе	      ^Каладзе/*Каладзе$ 
      1 Калабеков	      ^Калабеков/*Калабеков$ 
      1 Калабек	      ^Калабек/*Калабек$ 
      1 кактусоводство	      ^кактусоводство/*кактусоводство$ 
      1 кактусовод	      ^кактусовод/*кактусовод$ 
      1 кактология	      ^кактология/*кактология$ 
      1 кактолог	      ^кактолог/*кактолог$ 
      1 Каквамийква	      ^Каквамийква/*Каквамийква$ 
      1 Кайоловна	      ^Кайоловна/*Кайоловна$ 
      1 кайкаку	      ^кайкаку/*кайкаку$ 
      1 Казьмин	      ^Казьмин/*Казьмин$ 
      1 Казымова	      ^Казымова/*Казымова$ 
      1 Казарновская	      ^Казарновская/*Казарновская$ 
      1 кажеденно	      ^кажеденно/*кажеденно$ 
      1 кадыровец	      ^кадыровец/*кадыровец$ 
      1 Кадуй	      ^Кадуй/*Кадуй$ 
      1 Кадлец	      ^Кадлец/*Кадлец$ 
      1 кадильня	      ^кадильня/*кадильня$ 
      1 Каджюлис	      ^Каджюлис/*Каджюлис$ 
      1 Каданников	      ^Каданников/*Каданников$ 
      1 кадаверная	      ^кадаверная/*кадаверная$ 
      1 кагди	      ^кагди/*кагди$ 
      1 кагальнинец	      ^кагальнинец/*кагальнинец$ 
      1 Кагальник	      ^Кагальник/*Кагальник$ 
